id,transaction_per_day,age,weight,height,prosperity_level
6427,21,65,69.65 kg,176.18 cm,Average
6428,27,74,63.8 kg,164.5 cm,High
6429,25,70,57.07 kg,158.94 cm,High
6430,23,31,69.85 kg,177.8 cm,Low
6431,23,29,68.8 kg,153.4 cm,Average
6432,37,46,63.42 kg,159.02 cm,Average
6433,16,45,56.8 kg,161.53 cm,High
6434,20,78,77.75 kg,158.01 cm,High
6435,11,58,52.25 kg,152.15 cm,Average
6436,20,44,70.91 kg,172.66 cm,Average
6437,18,79,,154.68 cm,Average
6438,20,39,62.21 kg,167.54 cm,Low
6439,20,75,71.96 kg,154.31 cm,High
6440,36,44,56.11 kg,177.01 cm,Average
6441,24,55,65.08 kg,171.87 cm,Average
6442,44,,69.48 kg,155.85 cm,Low
6443,26,68,58.1 kg,173.62 cm,High
6444,34,27,52.74 kg,155.57 cm,Average
6445,48,25,72.76 kg,173.09 cm,Low
6446,12,77,69.02 kg,175.06 cm,High
6447,31,46,69.72 kg,167.17 cm,
6448,40,51,73.05 kg,173.71 cm,Average
6449,42,51,70.35 kg,150.26 cm,Low
6450,13,81,61.23 kg,160.08 cm,Average
6451,14,60,58.41 kg,166.37 cm,Average
6452,45,50,56.92 kg,166.03 cm,Average
6453,29,,75.45 kg,159.22 cm,Average
6454,25,42,68.36 kg,172.41 cm,Low
6455,29,56,66.63 kg,176.7 cm,Average
6456,46,17,58.98 kg,151.28 cm,Average
6457,44,42,65.33 kg,172.8 cm,Average
6458,24,38,65.55 kg,,Average
6459,20,60,76.48 kg,156.36 cm,Average
6460,35,29,62.95 kg,151.75 cm,Average
6461,26,28,62.57 kg,168.23 cm,Low
6462,27,32,50.57 kg,177.8 cm,Average
6463,27,42,63.26 kg,170.26 cm,Low
6464,22,59,69.9 kg,156.38 cm,Average
6465,38,41,52.92 kg,161.48 cm,Low
6466,30,22,71.01 kg,152.72 cm,Average
6467,23,66,63.6 kg,167.75 cm,Average
6468,12,52,77.17 kg,154.21 cm,High
6469,18,52,77.92 kg,177.95 cm,Average
6470,21,38,69.29 kg,168.44 cm,Average
6471,31,43,79.29 kg,151.31 cm,Average
6472,27,21,74.09 kg,163.22 cm,Average
6473,27,55,59.33 kg,154.08 cm,Low
6474,,52,58.53 kg,154.63 cm,Low
6475,37,41,63.8 kg,151.44 cm,Low
6476,18,77,76.74 kg,178.38 cm,High
6477,34,39,77.53 kg,162.79 cm,Average
6478,25,71,65.22 kg,173.35 cm,High
6479,24,93,73.68 kg,173.16 cm,Average
6480,20,63,55.76 kg,177.63 cm,Average
6481,13,83,54.98 kg,172.87 cm,Average
6482,24,43,58.19 kg,151.62 cm,Low
6483,23,89,64.15 kg,161.21 cm,Average
6484,23,64,54.23 kg,151.79 cm,High
6485,25,53,68.35 kg,151.71 cm,Average
6486,23,53,50.3 kg,161.07 cm,Low
6487,15,48,78.2 kg,176.92 cm,Average
6488,27,85,74.34 kg,168.92 cm,High
6489,23,63,50.24 kg,158.09 cm,Average
6490,24,76,71.27 kg,168.8 cm,High
6491,18,25,57.63 kg,150.63 cm,Low
6492,14,55,67.25 kg,177.46 cm,Average
6493,22,29,59.27 kg,151.05 cm,Average
6494,16,57,75.01 kg,172.41 cm,Average
6495,25,77,54.58 kg,153.04 cm,Average
6496,23,61,75.49 kg,152.51 cm,Average
6497,20,25,73.07 kg,164.89 cm,Low
6498,32,30,60.15 kg,166.37 cm,Average
6499,33,29,79.86 kg,154.06 cm,Average
6500,30,36,66.28 kg,169.82 cm,Average
6501,20,61,67.64 kg,156.06 cm,Average
6502,19,60,71.25 kg,155.66 cm,Average
6503,22,90,71.88 kg,177.59 cm,High
6504,23,78,58.12 kg,156.67 cm,High
6505,23,31,77.39 kg,157.44 cm,Average
6506,22,66,77.31 kg,175.72 cm,High
6507,21,58,65.19 kg,154.06 cm,Average
6508,34,44,77.46 kg,173.92 cm,Average
6509,43,23,64.69 kg,172.13 cm,Low
6510,26,24,71.05 kg,169.13 cm,Low
6511,35,46,57.56 kg,176.0 cm,Average
6512,42,57,56.47 kg,162.67 cm,Average
6513,17,60,67.56 kg,177.3 cm,High
6514,20,56,74.8 kg,157.4 cm,High
6515,24,39,55.48 kg,155.63 cm,Average
6516,21,67,69.99 kg,172.93 cm,Average
6517,,59,70.37 kg,177.15 cm,High
6518,24,90,70.71 kg,161.53 cm,Average
6519,20,66,62.31 kg,166.39 cm,High
6520,26,39,63.83 kg,171.11 cm,Average
6521,27,32,60.6 kg,159.71 cm,Average
6522,26,86,73.58 kg,154.48 cm,Average
6523,16,16,58.56 kg,158.01 cm,Low
6524,24,40,66.54 kg,164.01 cm,Average
6525,49,52,58.31 kg,163.92 cm,Average
6526,19,85,77.81 kg,168.67 cm,Average
6527,27,96,75.83 kg,153.24 cm,High
6528,22,25,75.46 kg,152.89 cm,Average
6529,19,44,58.17 kg,164.93 cm,Low
6530,22,74,61.94 kg,162.4 cm,High
6531,22,52,79.31 kg,173.22 cm,Low
6532,40,31,64.58 kg,,Low
6533,19,27,54.49 kg,171.75 cm,Low
6534,40,48,62.79 kg,176.76 cm,Low
6535,28,66,67.12 kg,175.77 cm,
6536,16,97,59.9 kg,158.3 cm,High
6537,14,84,77.82 kg,159.43 cm,
6538,31,56,55.87 kg,169.18 cm,Low
6539,36,22,62.16 kg,163.16 cm,Average
6540,28,70,78.19 kg,174.06 cm,High
6541,22,20,66.58 kg,166.56 cm,Low
6542,33,52,50.9 kg,172.06 cm,Low
6543,34,58,,160.64 cm,Low
6544,30,32,61.81 kg,163.83 cm,Average
6545,28,47,75.0 kg,168.61 cm,Average
6546,18,97,55.89 kg,166.96 cm,Average
6547,26,33,78.3 kg,155.52 cm,Average
6548,24,37,79.87 kg,163.46 cm,Low
6549,21,47,,174.52 cm,Average
6550,16,76,77.27 kg,178.06 cm,Average
6551,20,64,67.65 kg,169.78 cm,High
6552,21,89,60.38 kg,156.93 cm,High
6553,33,46,68.3 kg,155.67 cm,Average
6554,25,78,68.8 kg,169.63 cm,High
6555,45,31,64.11 kg,159.18 cm,Average
6556,25,70,66.25 kg,179.52 cm,Average
6557,23,25,57.34 kg,165.89 cm,Low
6558,22,68,73.11 kg,171.29 cm,Average
6559,25,89,66.89 kg,154.32 cm,Average
6560,42,49,72.55 kg,160.81 cm,Average
6561,19,40,73.13 kg,177.03 cm,Average
6562,12,60,62.16 kg,177.42 cm,Average
6563,15,50,67.83 kg,166.36 cm,Average
6564,30,46,73.84 kg,159.23 cm,Low
6565,49,26,51.13 kg,171.06 cm,Low
6566,15,78,56.76 kg,171.08 cm,Average
6567,45,45,78.31 kg,177.8 cm,Low
6568,30,82,76.05 kg,162.8 cm,High
6569,22,55,60.85 kg,176.97 cm,High
6570,39,24,59.84 kg,155.27 cm,Average
6571,22,78,69.1 kg,159.43 cm,High
6572,33,54,59.0 kg,160.79 cm,Average
6573,40,31,71.21 kg,168.75 cm,Average
6574,34,21,78.34 kg,175.42 cm,Average
6575,37,,63.34 kg,161.15 cm,Low
6576,23,68,61.68 kg,157.52 cm,High
6577,33,39,57.92 kg,164.12 cm,Average
6578,21,90,72.64 kg,178.83 cm,Average
6579,19,59,62.16 kg,162.29 cm,High
6580,15,52,72.32 kg,165.22 cm,High
6581,29,29,73.59 kg,165.14 cm,Low
6582,44,48,77.26 kg,154.67 cm,Average
6583,21,61,51.84 kg,164.62 cm,Average
6584,30,29,69.66 kg,165.85 cm,Average
6585,34,17,79.45 kg,165.03 cm,Average
6586,,30,68.19 kg,172.86 cm,Average
6587,29,33,67.89 kg,156.07 cm,Average
6588,40,30,57.08 kg,158.59 cm,Average
6589,19,43,58.06 kg,170.16 cm,Average
6590,28,55,76.45 kg,168.9 cm,High
6591,17,48,64.42 kg,172.31 cm,Average
6592,19,73,59.36 kg,167.49 cm,Average
6593,22,96,70.81 kg,170.68 cm,Average
6594,39,47,55.73 kg,173.8 cm,Low
6595,43,44,59.23 kg,166.1 cm,Low
6596,17,57,69.31 kg,168.06 cm,Average
6597,33,20,62.09 kg,,Low
6598,20,83,76.93 kg,160.3 cm,Average
6599,12,87,53.15 kg,174.32 cm,Average
6600,21,86,56.1 kg,160.03 cm,High
6601,24,23,57.96 kg,163.11 cm,Average
6602,18,57,53.47 kg,159.21 cm,High
6603,21,59,70.96 kg,174.11 cm,High
6604,36,46,71.95 kg,176.9 cm,Low
6605,45,21,59.07 kg,174.64 cm,Low
6606,31,55,52.19 kg,169.84 cm,Low
6607,15,80,75.93 kg,154.73 cm,High
6608,17,49,79.28 kg,170.54 cm,Average
6609,23,83,50.8 kg,166.28 cm,Average
6610,24,72,70.23 kg,163.76 cm,Average
6611,22,43,77.05 kg,172.89 cm,Low
6612,26,36,54.55 kg,178.76 cm,Low
6613,25,51,75.82 kg,167.5 cm,Average
6614,31,29,79.0 kg,174.77 cm,Low
6615,15,77,71.76 kg,164.23 cm,High
6616,21,32,77.17 kg,162.91 cm,Low
6617,28,25,50.35 kg,178.77 cm,Low
6618,16,65,65.59 kg,171.61 cm,High
6619,24,66,65.17 kg,170.85 cm,Average
6620,20,63,75.91 kg,174.1 cm,Average
6621,32,37,52.81 kg,163.73 cm,Low
6622,31,45,74.3 kg,173.94 cm,Low
6623,20,87,53.23 kg,179.87 cm,Average
6624,17,52,50.73 kg,174.75 cm,Average
6625,45,29,77.26 kg,169.1 cm,Average
6626,41,20,71.23 kg,151.9 cm,Low
6627,27,35,62.28 kg,159.43 cm,Average
6628,27,,66.92 kg,150.66 cm,High
6629,27,55,56.9 kg,176.32 cm,Average
6630,35,32,60.74 kg,174.34 cm,Average
6631,19,80,71.81 kg,156.55 cm,High
6632,24,23,69.5 kg,159.78 cm,Low
6633,45,52,56.84 kg,164.47 cm,Average
6634,26,72,73.75 kg,163.15 cm,Average
6635,19,32,76.55 kg,154.55 cm,Low
6636,18,63,69.42 kg,174.31 cm,High
6637,23,54,60.92 kg,176.36 cm,High
6638,34,59,68.17 kg,171.85 cm,Low
6639,22,31,63.61 kg,167.51 cm,Average
6640,47,44,79.24 kg,163.82 cm,Average
6641,26,23,62.83 kg,165.96 cm,Low
6642,27,29,65.37 kg,150.72 cm,Average
6643,26,88,62.31 kg,170.18 cm,High
6644,16,69,74.27 kg,164.76 cm,High
6645,16,90,67.03 kg,171.08 cm,High
6646,43,55,59.62 kg,178.8 cm,Average
6647,45,51,54.76 kg,155.44 cm,Average
6648,28,37,75.52 kg,166.29 cm,Average
6649,18,56,55.68 kg,155.29 cm,Average
6650,19,53,60.15 kg,161.12 cm,High
6651,38,32,77.19 kg,171.63 cm,Average
6652,42,43,52.35 kg,176.82 cm,Low
6653,45,33,79.78 kg,171.05 cm,Average
6654,28,52,66.77 kg,152.02 cm,Average
6655,41,28,50.38 kg,178.33 cm,Average
6656,11,63,64.63 kg,165.5 cm,High
6657,23,85,65.91 kg,159.64 cm,Average
6658,24,68,77.13 kg,160.47 cm,High
6659,20,43,69.24 kg,157.73 cm,Low
6660,41,23,53.43 kg,156.31 cm,Low
6661,19,86,55.98 kg,170.46 cm,Average
6662,14,58,62.99 kg,172.89 cm,High
6663,29,34,61.16 kg,168.21 cm,Low
6664,19,58,75.93 kg,163.19 cm,Average
6665,26,49,59.7 kg,172.59 cm,High
6666,20,45,71.91 kg,157.41 cm,Average
6667,42,42,79.53 kg,178.76 cm,Average
6668,47,20,65.38 kg,177.94 cm,Low
6669,33,29,76.49 kg,165.81 cm,Average
6670,17,68,73.1 kg,168.26 cm,High
6671,36,39,63.36 kg,159.1 cm,Low
6672,23,74,57.27 kg,173.2 cm,High
6673,20,55,59.55 kg,176.1 cm,Average
6674,25,67,79.67 kg,161.76 cm,Average
6675,20,47,57.16 kg,163.92 cm,High
6676,16,95,69.56 kg,177.02 cm,High
6677,22,24,65.63 kg,154.09 cm,Average
6678,29,85,68.13 kg,173.02 cm,Average
6679,18,61,52.7 kg,163.85 cm,High
6680,26,64,69.79 kg,153.71 cm,Average
6681,19,75,50.77 kg,163.15 cm,Average
6682,19,86,51.85 kg,177.52 cm,Average
6683,25,37,73.68 kg,156.11 cm,Average
6684,17,34,57.79 kg,154.39 cm,Average
6685,13,50,54.76 kg,170.3 cm,High
6686,18,83,76.78 kg,171.34 cm,High
6687,27,61,58.65 kg,162.91 cm,Average
6688,23,49,57.81 kg,171.43 cm,Average
6689,45,27,72.13 kg,160.21 cm,Low
6690,25,31,77.4 kg,170.24 cm,Average
6691,19,86,65.73 kg,170.3 cm,High
6692,27,47,61.95 kg,176.87 cm,High
6693,21,50,60.31 kg,160.08 cm,Average
6694,41,38,68.74 kg,176.06 cm,Low
6695,39,52,68.88 kg,159.77 cm,Average
6696,25,71,56.31 kg,158.54 cm,Average
6697,24,61,59.68 kg,170.8 cm,High
6698,16,55,66.07 kg,175.56 cm,Average
6699,28,62,61.79 kg,150.32 cm,Average
6700,37,33,72.69 kg,175.52 cm,Low
6701,34,53,73.68 kg,158.08 cm,Low
6702,43,28,64.67 kg,,Low
6703,44,36,74.96 kg,176.23 cm,Low
6704,19,70,50.24 kg,153.07 cm,Average
6705,13,60,69.0 kg,153.69 cm,High
6706,46,55,50.35 kg,171.18 cm,Low
6707,25,87,54.1 kg,160.5 cm,
6708,28,44,72.81 kg,165.89 cm,Average
6709,22,52,66.43 kg,151.59 cm,Average
6710,44,39,60.99 kg,164.23 cm,Low
6711,23,18,78.23 kg,165.0 cm,Average
6712,21,95,56.39 kg,,Average
6713,46,37,77.63 kg,173.51 cm,Average
6714,38,18,60.05 kg,169.36 cm,Average
6715,37,22,61.42 kg,163.28 cm,Low
6716,17,84,74.23 kg,179.48 cm,Average
6717,21,70,56.86 kg,153.23 cm,Average
6718,27,86,79.23 kg,161.37 cm,Average
6719,37,51,77.7 kg,169.85 cm,Average
6720,45,55,63.52 kg,177.49 cm,Average
6721,25,74,52.53 kg,162.04 cm,High
6722,40,45,59.72 kg,169.83 cm,Average
6723,37,53,76.96 kg,167.01 cm,Average
6724,31,26,55.22 kg,153.1 cm,Low
6725,25,55,76.45 kg,175.53 cm,High
6726,44,33,64.92 kg,151.04 cm,Low
6727,22,58,70.76 kg,151.34 cm,Low
6728,23,40,67.9 kg,179.57 cm,Average
6729,17,54,61.24 kg,176.56 cm,Average
6730,43,27,52.9 kg,163.21 cm,Low
6731,29,52,67.6 kg,166.08 cm,Average
6732,16,91,67.06 kg,172.17 cm,High
6733,25,76,54.67 kg,154.1 cm,Average
6734,37,39,61.1 kg,167.32 cm,Low
6735,18,78,73.78 kg,165.99 cm,Average
6736,23,52,78.5 kg,150.18 cm,Average
6737,11,93,66.01 kg,168.0 cm,Average
6738,47,50,,176.4 cm,Low
6739,26,53,72.68 kg,170.49 cm,Average
6740,18,79,60.47 kg,166.59 cm,Average
6741,17,65,78.63 kg,155.04 cm,Average
6742,40,20,78.12 kg,172.2 cm,Low
6743,15,57,77.32 kg,171.5 cm,High
6744,21,75,60.2 kg,164.81 cm,High
6745,23,55,57.61 kg,154.78 cm,Average
6746,49,31,61.82 kg,167.27 cm,Average
6747,24,76,63.79 kg,164.66 cm,Average
6748,20,38,51.92 kg,167.82 cm,Low
6749,29,52,50.91 kg,169.99 cm,Average
6750,44,28,69.72 kg,172.55 cm,Average
6751,25,76,73.86 kg,155.4 cm,Average
6752,28,34,59.61 kg,152.33 cm,Average
6753,22,24,56.31 kg,176.24 cm,Average
6754,24,37,67.21 kg,152.48 cm,Average
6755,22,65,68.54 kg,162.46 cm,Average
6756,22,72,75.59 kg,159.09 cm,High
6757,28,78,53.94 kg,161.77 cm,High
6758,34,32,51.4 kg,161.71 cm,Average
6759,19,84,71.96 kg,171.42 cm,High
6760,28,49,59.7 kg,177.6 cm,Average
6761,25,48,71.9 kg,172.64 cm,Low
6762,20,24,62.92 kg,166.03 cm,Average
6763,43,,64.27 kg,167.02 cm,Average
6764,25,46,78.25 kg,154.04 cm,Low
6765,13,50,71.21 kg,167.1 cm,Average
6766,27,22,71.94 kg,167.04 cm,Average
6767,19,69,65.62 kg,172.3 cm,High
6768,23,54,76.08 kg,154.06 cm,High
6769,40,26,61.32 kg,155.04 cm,Low
6770,21,92,56.37 kg,175.18 cm,High
6771,14,80,64.9 kg,174.81 cm,Average
6772,24,25,55.19 kg,158.05 cm,Low
6773,18,79,71.24 kg,153.14 cm,High
6774,24,65,53.05 kg,176.67 cm,Average
6775,25,69,67.58 kg,166.79 cm,Average
6776,31,52,76.64 kg,155.64 cm,Low
6777,21,84,77.13 kg,170.78 cm,Average
6778,20,17,71.1 kg,157.03 cm,Average
6779,16,71,63.8 kg,159.03 cm,Average
6780,23,87,62.71 kg,175.79 cm,High
6781,43,28,72.58 kg,163.98 cm,Average
6782,42,43,73.48 kg,156.55 cm,Average
6783,18,72,58.76 kg,151.22 cm,High
6784,27,44,58.9 kg,162.36 cm,Average
6785,20,50,72.32 kg,169.48 cm,High
6786,24,64,50.95 kg,164.42 cm,Average
6787,41,19,67.67 kg,168.53 cm,Low
6788,26,53,54.98 kg,154.83 cm,High
6789,18,72,60.11 kg,163.37 cm,High
6790,19,88,63.59 kg,162.18 cm,High
6791,27,42,77.16 kg,153.38 cm,Low
6792,15,22,63.94 kg,177.17 cm,Average
6793,32,49,64.26 kg,154.47 cm,Low
6794,31,42,68.76 kg,176.73 cm,Average
6795,34,56,73.32 kg,169.07 cm,Low
6796,31,25,75.72 kg,158.72 cm,Average
6797,34,46,51.6 kg,177.15 cm,Average
6798,30,43,70.81 kg,163.29 cm,Low
6799,38,42,66.94 kg,178.31 cm,Average
6800,28,64,77.58 kg,152.1 cm,Average
6801,47,23,56.23 kg,167.89 cm,Average
6802,19,87,70.62 kg,166.02 cm,High
6803,20,83,61.31 kg,150.65 cm,Average
6804,42,44,74.94 kg,172.56 cm,Average
6805,34,37,55.6 kg,158.57 cm,Average
6806,19,66,67.95 kg,160.8 cm,Average
6807,28,49,75.74 kg,175.02 cm,Average
6808,23,83,65.92 kg,173.8 cm,High
6809,33,30,51.09 kg,157.23 cm,Low
6810,16,50,76.16 kg,,High
6811,37,52,60.52 kg,154.55 cm,Low
6812,23,64,57.75 kg,163.17 cm,Average
6813,19,27,50.64 kg,153.5 cm,Average
6814,26,36,55.5 kg,172.56 cm,Low
6815,21,89,62.64 kg,177.38 cm,High
6816,42,35,71.16 kg,153.09 cm,Average
6817,39,49,79.81 kg,158.6 cm,Low
6818,33,37,56.82 kg,153.38 cm,Average
6819,34,46,53.01 kg,167.68 cm,Low
6820,37,56,74.28 kg,169.52 cm,Average
6821,22,,67.22 kg,165.72 cm,Average
6822,15,74,55.22 kg,158.63 cm,Average
6823,22,57,72.99 kg,174.14 cm,High
6824,24,24,65.66 kg,174.86 cm,Average
6825,40,19,65.11 kg,175.49 cm,Average
6826,20,77,60.07 kg,156.68 cm,High
6827,13,73,58.68 kg,171.63 cm,Average
6828,24,63,50.06 kg,178.23 cm,Average
6829,18,28,65.37 kg,160.13 cm,Average
6830,20,57,61.88 kg,165.47 cm,High
6831,28,57,52.92 kg,160.16 cm,Average
6832,21,73,52.0 kg,168.27 cm,High
6833,15,42,65.38 kg,170.76 cm,Low
6834,35,58,63.04 kg,164.04 cm,Low
6835,40,20,60.11 kg,150.09 cm,Low
6836,19,53,75.69 kg,175.48 cm,Average
6837,32,54,50.2 kg,151.91 cm,Average
6838,22,46,62.45 kg,153.21 cm,Average
6839,43,54,54.35 kg,173.98 cm,Average
6840,44,46,,162.81 cm,Average
6841,44,43,58.98 kg,172.71 cm,Average
6842,41,32,60.56 kg,173.22 cm,Low
6843,44,49,57.24 kg,175.79 cm,Low
6844,48,33,62.13 kg,169.33 cm,Low
6845,27,88,70.5 kg,169.86 cm,High
6846,38,43,57.48 kg,150.87 cm,Average
6847,25,46,64.67 kg,175.0 cm,Low
6848,28,29,51.84 kg,171.85 cm,Average
6849,23,35,57.24 kg,171.64 cm,Low
6850,24,90,72.26 kg,152.14 cm,Average
6851,21,81,79.05 kg,163.5 cm,High
6852,41,27,66.64 kg,153.6 cm,Average
6853,,51,51.04 kg,171.17 cm,High
6854,34,39,60.01 kg,167.96 cm,Low
6855,44,27,75.46 kg,158.92 cm,Average
6856,19,94,73.53 kg,166.07 cm,High
6857,35,48,61.26 kg,167.07 cm,Low
6858,32,38,68.06 kg,154.02 cm,Average
6859,27,45,71.67 kg,169.44 cm,Low
6860,49,18,66.22 kg,168.79 cm,Average
6861,37,39,70.23 kg,159.55 cm,Low
6862,41,55,51.49 kg,174.65 cm,Low
6863,21,47,60.99 kg,155.19 cm,Average
6864,20,67,63.54 kg,156.47 cm,High
6865,21,40,77.13 kg,157.23 cm,Low
6866,17,38,79.75 kg,161.32 cm,Average
6867,19,69,51.73 kg,156.68 cm,Average
6868,45,49,63.15 kg,157.27 cm,Average
6869,18,59,63.73 kg,178.66 cm,High
6870,37,43,78.62 kg,150.75 cm,Average
6871,33,47,51.15 kg,156.89 cm,Low
6872,24,93,65.68 kg,177.82 cm,High
6873,,48,67.94 kg,179.15 cm,Low
6874,41,23,60.28 kg,153.76 cm,Low
6875,16,31,56.0 kg,178.16 cm,Average
6876,46,22,57.08 kg,157.77 cm,Average
6877,29,26,70.88 kg,152.29 cm,Average
6878,26,45,74.7 kg,177.24 cm,High
6879,21,86,57.59 kg,154.8 cm,High
6880,40,37,74.7 kg,163.95 cm,Average
6881,18,71,60.06 kg,172.05 cm,High
6882,25,36,76.73 kg,175.13 cm,Low
6883,27,60,68.21 kg,173.57 cm,High
6884,20,33,52.32 kg,157.34 cm,Low
6885,25,51,70.3 kg,157.94 cm,High
6886,44,21,78.45 kg,165.21 cm,Average
6887,41,56,72.88 kg,150.75 cm,Low
6888,31,18,76.84 kg,163.95 cm,Low
6889,24,77,69.36 kg,152.17 cm,High
6890,21,51,55.95 kg,152.97 cm,High
6891,16,52,70.85 kg,162.74 cm,High
6892,17,52,55.91 kg,154.18 cm,Average
6893,15,80,69.77 kg,157.59 cm,Average
6894,22,46,75.86 kg,177.11 cm,Average
6895,27,66,73.07 kg,177.18 cm,Average
6896,16,48,65.5 kg,154.41 cm,Low
6897,23,65,,153.75 cm,Average
6898,25,85,68.64 kg,171.43 cm,Average
6899,18,72,70.58 kg,151.19 cm,Average
6900,28,21,76.28 kg,172.22 cm,Average
6901,36,48,75.17 kg,179.48 cm,Average
6902,16,57,52.47 kg,171.17 cm,High
6903,19,76,63.52 kg,172.33 cm,Average
6904,43,29,53.52 kg,164.78 cm,Average
6905,39,55,79.33 kg,155.71 cm,Low
6906,17,63,70.29 kg,164.43 cm,Average
6907,24,66,66.68 kg,166.67 cm,Average
6908,21,31,73.64 kg,156.62 cm,Low
6909,26,64,73.89 kg,175.79 cm,High
6910,21,71,70.68 kg,173.06 cm,High
6911,24,69,70.86 kg,158.2 cm,High
6912,19,55,79.37 kg,151.29 cm,High
6913,25,53,68.28 kg,168.22 cm,Average
6914,20,37,66.17 kg,154.45 cm,Low
6915,22,52,72.02 kg,169.48 cm,Average
6916,,35,53.59 kg,164.52 cm,Average
6917,19,32,78.88 kg,165.75 cm,Average
6918,33,51,78.8 kg,160.77 cm,Low
6919,19,61,55.04 kg,157.6 cm,High
6920,28,50,79.65 kg,177.56 cm,Average
6921,11,53,61.22 kg,174.55 cm,Average
6922,28,56,65.75 kg,176.23 cm,Average
6923,22,50,56.75 kg,163.7 cm,Low
6924,16,71,54.38 kg,169.13 cm,High
6925,21,69,65.02 kg,159.27 cm,Average
6926,42,19,52.18 kg,171.67 cm,Average
6927,28,74,72.06 kg,175.07 cm,High
6928,16,55,68.84 kg,163.82 cm,Average
6929,24,49,64.14 kg,167.25 cm,Average
6930,17,66,64.27 kg,176.11 cm,Average
6931,43,32,62.44 kg,152.09 cm,Average
6932,23,59,65.13 kg,176.23 cm,High
6933,35,42,58.54 kg,168.53 cm,Low
6934,24,66,68.17 kg,167.83 cm,High
6935,40,33,69.92 kg,150.28 cm,Low
6936,17,53,69.35 kg,166.66 cm,Average
6937,18,90,63.45 kg,177.34 cm,High
6938,34,39,51.05 kg,150.29 cm,Average
6939,39,60,74.19 kg,178.31 cm,Average
6940,24,58,70.65 kg,171.79 cm,High
6941,29,30,77.3 kg,160.34 cm,Low
6942,16,82,79.35 kg,169.64 cm,High
6943,22,38,59.54 kg,173.47 cm,Low
6944,17,81,66.99 kg,169.22 cm,Average
6945,33,40,70.13 kg,158.64 cm,Average
6946,23,56,66.03 kg,165.5 cm,Average
6947,28,68,57.27 kg,159.54 cm,Average
6948,22,75,69.15 kg,173.6 cm,High
6949,28,47,67.66 kg,166.03 cm,Average
6950,39,22,62.47 kg,170.58 cm,Low
6951,26,53,62.88 kg,151.01 cm,High
6952,27,51,62.97 kg,161.83 cm,Average
6953,17,75,62.14 kg,155.7 cm,High
6954,18,76,53.03 kg,171.07 cm,Average
6955,25,57,52.66 kg,156.13 cm,High
6956,28,95,78.71 kg,157.97 cm,High
6957,16,98,71.29 kg,171.28 cm,Average
6958,35,40,54.61 kg,166.78 cm,Low
6959,24,44,64.85 kg,150.27 cm,Average
6960,27,54,71.51 kg,,Low
6961,35,45,76.94 kg,170.92 cm,Low
6962,23,93,61.68 kg,177.96 cm,High
6963,12,,52.51 kg,170.12 cm,Average
6964,42,44,64.88 kg,162.99 cm,Low
6965,42,56,58.56 kg,178.15 cm,Average
6966,26,40,77.73 kg,175.56 cm,Average
6967,38,34,71.84 kg,169.85 cm,Low
6968,23,48,74.86 kg,158.45 cm,Average
6969,27,86,57.79 kg,170.55 cm,High
6970,17,25,79.18 kg,173.78 cm,Average
6971,27,44,50.11 kg,157.17 cm,Low
6972,22,49,59.88 kg,154.2 cm,Average
6973,20,51,61.22 kg,150.22 cm,Low
6974,31,38,79.35 kg,160.49 cm,Low
6975,30,44,75.42 kg,152.21 cm,Low
6976,,32,56.23 kg,175.91 cm,Average
6977,30,24,53.04 kg,168.86 cm,Average
6978,22,17,50.09 kg,151.79 cm,Average
6979,20,49,74.76 kg,168.75 cm,Average
6980,47,49,72.61 kg,152.46 cm,Low
6981,24,23,51.12 kg,153.73 cm,Low
6982,21,67,63.38 kg,162.23 cm,Average
6983,13,53,57.29 kg,167.22 cm,Average
6984,20,38,65.9 kg,175.35 cm,Average
6985,27,91,70.51 kg,155.57 cm,High
6986,21,47,79.19 kg,155.96 cm,Low
6987,18,38,68.49 kg,176.47 cm,Average
6988,22,73,69.26 kg,169.39 cm,High
6989,11,50,68.87 kg,178.32 cm,Average
6990,22,79,59.92 kg,167.07 cm,High
6991,23,82,72.62 kg,172.39 cm,High
6992,41,41,57.38 kg,174.48 cm,Average
6993,30,20,52.38 kg,170.25 cm,Low
6994,22,47,79.35 kg,164.75 cm,Average
6995,25,53,69.15 kg,163.82 cm,Low
6996,20,87,79.37 kg,160.65 cm,Average
6997,27,58,79.58 kg,159.16 cm,Average
6998,25,21,68.89 kg,177.44 cm,Low
6999,39,28,74.09 kg,155.2 cm,Low
7000,45,27,78.01 kg,172.9 cm,Low
7001,19,23,72.93 kg,173.01 cm,Average
7002,26,50,65.13 kg,166.42 cm,Low
7003,22,96,56.05 kg,152.96 cm,Average
7004,43,51,78.87 kg,175.76 cm,Average
7005,30,33,77.05 kg,157.55 cm,Low
7006,19,76,65.43 kg,152.26 cm,High
7007,31,23,63.97 kg,175.75 cm,Low
7008,19,78,61.87 kg,165.98 cm,Average
7009,23,77,79.32 kg,172.48 cm,High
7010,24,35,77.18 kg,159.52 cm,Average
7011,22,55,77.51 kg,154.98 cm,High
7012,21,76,60.05 kg,157.91 cm,High
7013,18,37,50.66 kg,168.53 cm,Average
7014,38,48,63.55 kg,169.84 cm,
7015,25,24,53.25 kg,168.25 cm,Average
7016,11,49,78.17 kg,164.73 cm,High
7017,19,82,68.7 kg,168.42 cm,High
7018,26,44,60.28 kg,153.71 cm,Low
